running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_3
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | -227       |
| time/                   |            |
|    fps                  | 301        |
|    iterations           | 11         |
|    time_elapsed         | 37         |
|    total_timesteps      | 11264      |
| train/                  |            |
|    approx_kl            | 0.12363265 |
|    clip_fraction        | 0.259      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.133      |
|    learning_rate        | 0.0003     |
|    loss                 | 76.2       |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.105     |
|    std                  | 0.367      |
|    value_loss           | 263        |
----------------------------------------
Num timesteps: 12000
Best mean reward: -138.63 - Last mean reward per episode: -231.23
----------------------------------------
| reward                  | -3.54      |
| reward_contact          | -0.00204   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0591    |
| reward_torque           | -3.41      |
| reward_velocity         | 0.0255     |
| rollout/                |            |
|    ep_len_mean          | 73.6       |
|    ep_rew_mean          | -236       |
| time/                   |            |
|    fps                  | 299        |
|    iterations           | 12         |
|    time_elapsed         | 40         |
|    total_timesteps      | 12288      |
| train/                  |            |
|    approx_kl            | 0.07578746 |
|    clip_fraction        | 0.205      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.548      |
|    learning_rate        | 0.0003     |
|    loss                 | 27.8       |
|    n_updates            | 220        |
|    policy_gradient_loss | -0.102     |
|    std                  | 0.367      |
|    value_loss           | 206        |
----------------------------------------
-----------------------------------------
| reward                  | -3.59       |
| reward_contact          | -0.00237    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0516     |
| reward_torque           | -3.47       |
| reward_velocity         | 0.027       |
| rollout/                |             |
|    ep_len_mean          | 63.5        |
|    ep_rew_mean          | -205        |
| time/                   |             |
|    fps                  | 298         |
|    iterations           | 13          |
|    time_elapsed         | 44          |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.062469497 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.4         |
|    entropy_loss         | -20.7       |
|    explained_variance   | 0.157       |
|    learning_rate        | 0.0003      |
|    loss                 | 163         |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0867     |
|    std                  | 0.366       |
|    value_loss           | 456         |
-----------------------------------------
----------------------------------------
| reward                  | -3.6       |
| reward_contact          | -0.00237   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0621    |
| reward_torque           | -3.46      |
| reward_velocity         | 0.0263     |
| rollout/                |            |
|    ep_len_mean          | 63.5       |
|    ep_rew_mean          | -204       |
| time/                   |            |
|    fps                  | 298        |
|    iterations           | 14         |
|    time_elapsed         | 48         |
|    total_timesteps      | 14336      |
| train/                  |            |
|    approx_kl            | 0.07475457 |
|    clip_fraction        | 0.176      |
|    clip_range           | 0.4        |
|    entropy_loss         | -20.7      |
|    explained_variance   | 0.293      |
|    learning_rate        | 0.0003     |
|    loss                 | 126        |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.0937    |
|    std                  | 0.366      |
|    value_loss           | 506        |
----------------------------------------
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | -0.00254   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0674    |
| reward_torque           | -3.43      |
| reward_velocity         | 0.0317     |
| rollout/                |            |
|    ep_len_mean          | 72.3       |
|    ep_rew_mean          | -231       |
| time/                   |            |
|    fps                  | 297        |
|    iterations           | 15         |
|    time_elapsed         | 51         |
|    total_timesteps      | 15360      |
| train/                  |            |
|    approx_kl            | 0.09738049 |
|    clip_fraction        | 0.269      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22        |
|    explained_variance   | 0.486      |
